Timestamp,Date,Measure,EUROe,EURT,USDL,BRLA,USDV,USDGLO,NZDD,BEAN,TRYB,USDe,FDUSD,ZUSD,VCHF,DAI,aUSDT,USD0,QCAD,CNHT,USDD,USDz,sEUR,XIDR,AUSD,AUDD,sUSD,M,EURS,AUDF,PYUSD,AGEUR,USDM,BRZ,XSGD,USDT,GHO,BSC-BUSD,LUSD,1GBP,EURL,GUSD,MXNT,BUSD,GYEN,USDP,FRAX,USDC,BSC-USD,EURC,EURCV,IDRT
1511827200000,2017-11-28,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1511913600000,2017-11-29,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1512000000000,2017-11-30,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1512086400000,2017-12-01,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1512172800000,2017-12-02,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1512259200000,2017-12-03,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1512345600000,2017-12-04,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1512432000000,2017-12-05,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1512518400000,2017-12-06,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1512604800000,2017-12-07,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1512691200000,2017-12-08,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1512777600000,2017-12-09,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1512864000000,2017-12-10,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1512950400000,2017-12-11,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1513036800000,2017-12-12,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1513123200000,2017-12-13,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1513209600000,2017-12-14,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1513296000000,2017-12-15,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1513382400000,2017-12-16,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1513468800000,2017-12-17,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1513555200000,2017-12-18,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1513641600000,2017-12-19,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1513728000000,2017-12-20,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,
1513814400000,2017-12-21,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,
1513900800000,2017-12-22,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,
1513987200000,2017-12-23,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,
1514073600000,2017-12-24,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,
1514160000000,2017-12-25,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,
1514246400000,2017-12-26,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,
1514332800000,2017-12-27,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,
1514419200000,2017-12-28,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1514505600000,2017-12-29,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1514592000000,2017-12-30,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1514678400000,2017-12-31,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1514764800000,2018-01-01,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1514851200000,2018-01-02,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1514937600000,2018-01-03,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1515024000000,2018-01-04,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1515110400000,2018-01-05,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1515196800000,2018-01-06,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1515283200000,2018-01-07,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1515369600000,2018-01-08,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1515456000000,2018-01-09,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1515542400000,2018-01-10,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1515628800000,2018-01-11,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1515715200000,2018-01-12,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1515801600000,2018-01-13,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1515888000000,2018-01-14,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1515974400000,2018-01-15,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1516060800000,2018-01-16,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1516147200000,2018-01-17,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1516233600000,2018-01-18,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1516320000000,2018-01-19,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1516406400000,2018-01-20,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1516492800000,2018-01-21,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,
1516579200000,2018-01-22,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,
1516665600000,2018-01-23,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,
1516752000000,2018-01-24,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,
1516838400000,2018-01-25,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.00,,,,,,,,,,,,,,,,
1516924800000,2018-01-26,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00,,,,,,,,,,,,,,,,
1517011200000,2018-01-27,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,,,,,,,,,,,,,,,,
1517097600000,2018-01-28,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.00,,,,,,,,,,,,,,,,
1517184000000,2018-01-29,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.00,,,,,,,,,,,,,,,,
1517270400000,2018-01-30,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.00,,,,,,,,,,,,,,,,
1517356800000,2018-01-31,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.00,,,,,,,,,,,,,,,,
1517443200000,2018-02-01,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.00,,,,,,,,,,,,,,,,
1517529600000,2018-02-02,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.00,,,,,,,,,,,,,,,,
1517616000000,2018-02-03,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.00,,,,,,,,,,,,,,,,
1517702400000,2018-02-04,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.00,,,,,,,,,,,,,,,,
1517788800000,2018-02-05,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.00,,,,,,,,,,,,,,,,
1517875200000,2018-02-06,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.00,,,,,,,,,,,,,,,,
1517961600000,2018-02-07,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.00,,,,,,,,,,,,,,,,
1518048000000,2018-02-08,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.00,,,,,,,,,,,,,,,,
1518134400000,2018-02-09,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.00,,,,,,,,,,,,,,,,
1518220800000,2018-02-10,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,,,,,,,,,,,,,,,,
1518307200000,2018-02-11,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.00,,,,,,,,,,,,,,,,
1518393600000,2018-02-12,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.00,,,,,,,,,,,,,,,,
1518480000000,2018-02-13,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.00,,,,,,,,,,,,,,,,
1518566400000,2018-02-14,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.00,,,,,,,,,,,,,,,,
1518652800000,2018-02-15,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.00,,,,,,,,,,,,,,,,
1518739200000,2018-02-16,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.00,,,,,,,,,,,,,,,,
1518825600000,2018-02-17,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.00,,,,,,,,,,,,,,,,
1518912000000,2018-02-18,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.00,,,,,,,,,,,,,,,,
1518998400000,2018-02-19,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.00,,,,,,,,,,,,,,,,
1519084800000,2018-02-20,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.00,,,,,,,,,,,,,,,,
1519171200000,2018-02-21,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.00,,,,,,,,,,,,,,,,
1519257600000,2018-02-22,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.00,,,,,,,,,,,,,,,,
1519344000000,2018-02-23,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.00,,,,,,,,,,,,,,,,
1519430400000,2018-02-24,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.00,,,,,,,,,,,,,,,,
1519516800000,2018-02-25,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.00,,,,,,,,,,,,,,,,
1519603200000,2018-02-26,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.00,,,,,,,,,,,,,,,,
1519689600000,2018-02-27,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.00,,,,,,,,,,,,,,,,
1519776000000,2018-02-28,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.00,,,,,,,,,,,,,,,,
1519862400000,2018-03-01,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.00,,,,,,,,,,,,,,,,
1519948800000,2018-03-02,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.00,,,,,,,,,,,,,,,,
1520035200000,2018-03-03,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.00,,,,,,,,,,,,,,,,
1520121600000,2018-03-04,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.00,,,,,,,,,,,,,,,,
1520208000000,2018-03-05,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.00,,,,,,,,,,,,,,,,
1520294400000,2018-03-06,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.00,,,,,,,,,,,,,,,,
1520380800000,2018-03-07,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.00,,,,,,,,,,,,,,,,
1520467200000,2018-03-08,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.00,,,,,,,,,,,,,,,,
1520553600000,2018-03-09,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.00,,,,,,,,,,,,,,,,
1520640000000,2018-03-10,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.00,,,,,,,,,,,,,,,,
1520726400000,2018-03-11,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.00,,,,,,,,,,,,,,,,
1520812800000,2018-03-12,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.00,,,,,,,,,,,,,,,,
1520899200000,2018-03-13,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.00,,,,,,,,,,,,,,,,
1520985600000,2018-03-14,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.00,,,,,,,,,,,,,,,,
1521072000000,2018-03-15,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.00,,,,,,,,,,,,,,,,
1521158400000,2018-03-16,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.00,,,,,,,,,,,,,,,,
1521244800000,2018-03-17,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.00,,,,,,,,,,,,,,,,
1521331200000,2018-03-18,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.00,,,,,,,,,,,,,,,,
1521417600000,2018-03-19,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.00,,,,,,,,,,,,,,,,
1521504000000,2018-03-20,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.00,,,,,,,,,,,,,,,,
1521590400000,2018-03-21,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.00,,,,,,,,,,,,,,,,
1521676800000,2018-03-22,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.00,,,,,,,,,,,,,,,,
1521763200000,2018-03-23,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.00,,,,,,,,,,,,,,,,
1521849600000,2018-03-24,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.00,,,,,,,,,,,,,,,,
1521936000000,2018-03-25,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.00,,,,,,,,,,,,,,,,
1522022400000,2018-03-26,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.00,,,,,,,,,,,,,,,,
1522108800000,2018-03-27,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.00,,,,,,,,,,,,,,,,
1522195200000,2018-03-28,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.00,,,,,,,,,,,,,,,,
1522281600000,2018-03-29,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.00,,,,,,,,,,,,,,,,
1522368000000,2018-03-30,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.00,,,,,,,,,,,,,,,,
1522454400000,2018-03-31,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.00,,,,,,,,,,,,,,,,
1522540800000,2018-04-01,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.00,,,,,,,,,,,,,,,,
1522627200000,2018-04-02,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.00,,,,,,,,,,,,,,,,
1522713600000,2018-04-03,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.00,,,,,,,,,,,,,,,,
1522800000000,2018-04-04,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.00,,,,,,,,,,,,,,,,
1522886400000,2018-04-05,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.00,,,,,,,,,,,,,,,,
1522972800000,2018-04-06,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.00,,,,,,,,,,,,,,,,
1523059200000,2018-04-07,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.00,,,,,,,,,,,,,,,,
1523145600000,2018-04-08,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.00,,,,,,,,,,,,,,,,
1523232000000,2018-04-09,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.00,,,,,,,,,,,,,,,,
1523318400000,2018-04-10,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.00,,,,,,,,,,,,,,,,
1523404800000,2018-04-11,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.00,,,,,,,,,,,,,,,,
1523491200000,2018-04-12,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.00,,,,,,,,,,,,,,,,
1523577600000,2018-04-13,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.00,,,,,,,,,,,,,,,,
1523664000000,2018-04-14,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.00,,,,,,,,,,,,,,,,
1523750400000,2018-04-15,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.00,,,,,,,,,,,,,,,,
1523836800000,2018-04-16,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.00,,,,,,,,,,,,,,,,
1523923200000,2018-04-17,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.00,,,,,,,,,,,,,,,,
1524009600000,2018-04-18,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.00,,,,,,,,,,,,,,,,
1524096000000,2018-04-19,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.00,,,,,,,,,,,,,,,,
1524182400000,2018-04-20,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.00,,,,,,,,,,,,,,,,
1524268800000,2018-04-21,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.00,,,,,,,,,,,,,,,,
1524355200000,2018-04-22,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.00,,,,,,,,,,,,,,,,
1524441600000,2018-04-23,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.00,,,,,,,,,,,,,,,,
1524528000000,2018-04-24,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.00,,,,,,,,,,,,,,,,
1524614400000,2018-04-25,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.00,,,,,,,,,,,,,,,,
1524700800000,2018-04-26,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.00,,,,,,,,,,,,,,,,
1524787200000,2018-04-27,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.00,,,,,,,,,,,,,,,,
1524873600000,2018-04-28,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.00,,,,,,,,,,,,,,,,
1524960000000,2018-04-29,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.00,,,,,,,,,,,,,,,,
1525046400000,2018-04-30,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.00,,,,,,,,,,,,,,,,
1525132800000,2018-05-01,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.00,,,,,,,,,,,,,,,,
1525219200000,2018-05-02,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.00,,,,,,,,,,,,,,,,
1525305600000,2018-05-03,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.00,,,,,,,,,,,,,,,,
1525392000000,2018-05-04,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.00,,,,,,,,,,,,,,,,
1525478400000,2018-05-05,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.00,,,,,,,,,,,,,,,,
1525564800000,2018-05-06,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.00,,,,,,,,,,,,,,,,
1525651200000,2018-05-07,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.00,,,,,,,,,,,,,,,,
1525737600000,2018-05-08,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.00,,,,,,,,,,,,,,,,
1525824000000,2018-05-09,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.00,,,,,,,,,,,,,,,,
1525910400000,2018-05-10,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.00,,,,,,,,,,,,,,,,
1525996800000,2018-05-11,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.00,,,,,,,,,,,,,,,,
1526083200000,2018-05-12,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.00,,,,,,,,,,,,,,,,
1526169600000,2018-05-13,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.00,,,,,,,,,,,,,,,,
1526256000000,2018-05-14,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.00,,,,,,,,,,,,,,,,
1526342400000,2018-05-15,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.00,,,,,,,,,,,,,,,,
1526428800000,2018-05-16,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.00,,,,,,,,,,,,,,,,
1526515200000,2018-05-17,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.00,,,,,,,,,,,,,,,,
1526601600000,2018-05-18,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.00,,,,,,,,,,,,,,,,
1526688000000,2018-05-19,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.00,,,,,,,,,,,,,,,,
1526774400000,2018-05-20,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.00,,,,,,,,,,,,,,,,
1526860800000,2018-05-21,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.00,,,,,,,,,,,,,,,,
1526947200000,2018-05-22,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.00,,,,,,,,,,,,,,,,
1527033600000,2018-05-23,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.00,,,,,,,,,,,,,,,,
1527120000000,2018-05-24,Holding Addresses (Count),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.00,,,,,,,,,,,,,,,,
